APC,HCPCS Code,Description,Payment Rate
5491,0699T; 65235; 65260; 65265; 65286; 65800; 65810; 65815; 65850; 65865; 65870; 65875; 65900; 65920; 65930; 66020; 66030; 66160; 66170; 66172; 66184; 66185; 66500; 66505; 66605; 66625; 66630; 66635; 66680; 66682; 66700; 66711; 66820; 66825; 66830; 66840; 66850; 66920; 66940; 66982; 66983; 66984; 66985; 66986; 66999; 67005; 67010; 67015; 67025; 67030; 67101; 67110; 67120; 67121; 67299; 68330,Njx pst chmbr eye medication; Remove foreign body from eye; Remove foreign body from eye; Remove foreign body from eye; Repair of eye wound; Drainage of eye; Drainage of eye; Drainage of eye; Incision of eye; Incise inner eye adhesions; Incise inner eye adhesions; Incise inner eye adhesions; Remove eye lesion; Remove implant of eye; Remove blood clot from eye; Injection treatment of eye; Injection treatment of eye; Glaucoma surgery; Glaucoma surgery; Incision of eye; Revision of aqueous shunt; Revise aqueous shunt eye; Incision of iris; Incision of iris; Removal of iris; Removal of iris; Removal of iris; Removal of iris; Repair iris & ciliary body; Repair iris & ciliary body; Destruction ciliary body; Ecp ciliary body destruction; Incision secondary cataract; Reposition intraocular lens; Removal of lens lesion; Removal of lens material; Removal of lens material; Extraction of lens; Extraction of lens; Xcapsl ctrc rmvl cplx wo ecp; Cataract surg w/iol 1 stage; Xcapsl ctrc rmvl w/o ecp; Insert lens prosthesis; Exchange lens prosthesis; Unlisted px ant segment eye; Partial removal of eye fluid; Partial removal of eye fluid; Release of eye fluid; Replace eye fluid; Incise inner eye strands; Repair detached retina crtx; Repair detached retina; Remove eye implant material; Remove eye implant material; Unlisted px posterior segmnt; Revise eyelid lining,"$2,220.35 "
5492,0253T; 0621T; 65730; 65755; 65756; 65785; 65820; 65880; 66150; 66155; 66174; 66180; 66183; 66600; 66852; 66930; 66987; 66988; 67036; 67039; 67040; 67041; 67042; 67043; 67107; 67108; 67115; 67255,Insert aqueous drain device; Trabeculostomy interno laser; Corneal transplant; Corneal transplant; Corneal trnspl endothelial; Impltj ntrstrml crnl rng seg; Relieve inner eye pressure; Incise inner eye adhesions; Glaucoma surgery; Glaucoma surgery; Trluml dil aq o/f can w/o st; Aqueous shunt eye w/graft; Insert ant drainage device; Remove iris and lesion; Removal of lens material; Extraction of lens; Xcapsl ctrc rmvl cplx w/ecp; Xcapsl ctrc rmvl w/ecp; Removal of inner eye fluid; Laser treatment of retina; Laser treatment of retina; Vit for macular pucker; Vit for macular hole; Vit for membrane dissect; Repair detached retina; Repair detached retina; Release encircling material; Reinforce/graft eye wall,"$3,873.90 "
5493,0449T; 0671T; 65280; 65285; 65710; 65750; 65781; 66175; 66179; 66225; 66989; 66991; 67113,Insj aqueous drain dev 1st; Insj ant sgm aq drg dev 1+; Repair of eye wound; Repair of eye wound; Corneal transplant; Corneal transplant; Ocular reconst transplant; Trluml dil aq o/f can w/st; Aqueous shunt eye w/o graft; Repair/graft eye lesion; Xcpsl ctrc rmvl cplx insj 1+; Xcapsl ctrc rmvl insj 1+; Repair retinal detach cplx,"$4,979.80 "
5494,65770,Revise cornea with implant,"$11,811.93 "
5495,67027,Implant eye drug system,"$15,038.42 "
5496,0308T; 0616T; 0617T; 0618T,Insj ocular telescope prosth; Insertion of iris prosthesis; Insj iris prosth w/rmvl&insj; Insj iris prosth sec io lens,"$16,530.39 "
5501,65450; 67141; 67208; 67345; 67399; 67500; 67505; 67515; 67599; 67700; 67800; 67805; 67810; 67825; 67938; 67999; 68040; 68399; 68440; 68530; 68705; 68760; 68761; 68810; 68840; 68899,Treatment of corneal lesion; Proph rta dtchmnt crtx dthrm; Treatment of retinal lesion; Destroy nerve of eye muscle; Unlisted px extraocular musc; Inject/treat eye socket; Inject/treat eye socket; Inject/treat eye socket; Unlisted procedure orbit; Drainage of eyelid abscess; Remove eyelid lesion; Remove eyelid lesions; Biopsy eyelid & lid margin; Revise eyelashes; Remove eyelid foreign body; Unlisted procedure eyelids; Treatment of eyelid lesions; Unlisted px conjunctiva; Incise tear duct opening; Clearance of tear duct; Revise tear duct opening; Close tear duct opening; Close tear duct opening; Probe nasolacrimal duct; Explore/irrigate tear ducts; Unlisted px lacrimal system,$277.56 
5502,65400; 65435; 65772; 65778; 67710; 67801; 67830; 67840; 67850; 67875; 68020; 68400,Removal of eye lesion; Curette/treat cornea; Correction of astigmatism; Cover eye w/membrane; Incision of eyelid; Remove eyelid lesions; Revise eyelashes; Remove eyelid lesion; Dstrj lesion lid margin <1cm; Closure of eyelid by suture; Incise/drain eyelid lining; Incise/drain tear gland,$964.64 
5503,0402T; 65125; 65270; 65272; 65410; 65420; 65426; 65436; 65600; 65775; 66130; 66250; 66710; 66720; 66740; 67250; 67311; 67314; 67316; 67318; 67343; 67405; 67412; 67413; 67415; 67715; 67808; 67835; 67880; 67882; 67900; 67901; 67903; 67904; 67908; 67909; 67911; 67912; 67914; 67915; 67916; 67917; 67921; 67922; 67923; 67924; 67930; 67935; 67950; 67961; 67966; 67971; 67973; 67975; 68100; 68110; 68115; 68130; 68135; 68320; 68328; 68340; 68362; 68371; 68420; 68510; 68525; 68540; 68700; 68770; 68811; 68815; 68816; 68841; 92018; 92019,Colgn crs-link crn&pachymtry; Revise ocular implant; Repair of eye wound; Repair of eye wound; Biopsy of cornea; Removal of eye lesion; Removal of eye lesion; Curette/treat cornea; Revision of cornea; Correction of astigmatism; Remove eye lesion; Follow-up surgery of eye; Ciliary transsleral therapy; Destruction ciliary body; Destruction ciliary body; Reinforce eye wall; Revise eye muscle; Revise eye muscle; Revise two eye muscles; Revise eye muscle(s); Release eye tissue; Explore/drain eye socket; Explore/treat eye socket; Explore/treat eye socket; Aspiration orbital contents; Incision of eyelid fold; Remove eyelid lesion(s); Revise eyelashes; Revision of eyelid; Revision of eyelid; Repair brow defect; Repair eyelid defect; Repair eyelid defect; Repair eyelid defect; Repair eyelid defect; Revise eyelid defect; Revise eyelid defect; Correction eyelid w/implant; Repair eyelid defect; Repair eyelid defect; Repair eyelid defect; Repair eyelid defect; Repair eyelid defect; Repair eyelid defect; Repair eyelid defect; Repair eyelid defect; Repair eyelid wound; Repair eyelid wound; Revision of eyelid; Revision of eyelid; Revision of eyelid; Reconstruction of eyelid; Reconstruction of eyelid; Reconstruction of eyelid; Biopsy of eyelid lining; Remove eyelid lining lesion; Remove eyelid lining lesion; Remove eyelid lining lesion; Remove eyelid lining lesion; Revise/graft eyelid lining; Revise/graft eyelid lining; Separate eyelid adhesions; Revise eyelid lining; Harvest eye tissue alograft; Incise/drain tear sac; Biopsy of tear gland; Biopsy of tear sac; Remove tear gland lesion; Repair tear ducts; Close tear system fistula; Probe nasolacrimal duct; Probe nasolacrimal duct; Probe nl duct w/balloon; Insj rx elut implt lac canal; Compl oph exam general anes; Lmtd oph exam general anes,"$2,226.48 "
5504,65091; 65093; 65101; 65103; 65105; 65110; 65112; 65114; 65130; 65135; 65140; 65150; 65155; 65175; 65275; 65290; 65779; 65780; 65782; 67218; 67227; 67312; 67346; 67400; 67414; 67420; 67430; 67440; 67445; 67450; 67550; 67560; 67570; 67902; 67906; 67974; 68325; 68326; 68335; 68360; 68500; 68505; 68520; 68550; 68720; 68745; 68750,Revise eye; Revise eye with implant; Removal of eye; Remove eye/insert implant; Remove eye/attach implant; Removal of eye; Remove eye/revise socket; Remove eye/revise socket; Insert ocular implant; Insert ocular implant; Attach ocular implant; Revise ocular implant; Reinsert ocular implant; Removal of ocular implant; Repair of eye wound; Repair of eye socket wound; Cover eye w/membrane suture; Ocular reconst transplant; Ocular reconst transplant; Treatment of retinal lesion; Dstrj extensive retinopathy; Revise two eye muscles; Biopsy eye muscle; Explore/biopsy eye socket; Explr/decompress eye socket; Explore/treat eye socket; Explore/treat eye socket; Explore/drain eye socket; Explr/decompress eye socket; Explore/biopsy eye socket; Insert eye socket implant; Revise eye socket implant; Decompress optic nerve; Repair eyelid defect; Repair eyelid defect; Reconstruction of eyelid; Revise/graft eyelid lining; Revise/graft eyelid lining; Revise/graft eyelid lining; Revise eyelid lining; Removal of tear gland; Partial removal tear gland; Removal of tear sac; Remove tear gland lesion; Create tear sac drain; Create tear duct drain; Create tear duct drain,"$3,683.86 "
5521,0350T; 0422T; 0558T; 0689T; 0712T; 70030; 70100; 70140; 70160; 70190; 70210; 70220; 70240; 70300; 70328; 70330; 70350; 70355; 70360; 70370; 70380; 71045; 71046; 71047; 71100; 71120; 71130; 72020; 72040; 72080; 72081; 72220; 73000; 73020; 73030; 73050; 73060; 73070; 73080; 73090; 73100; 73110; 73130; 73140; 73501; 73502; 73551; 73552; 73560; 73562; 73565; 73590; 73592; 73600; 73610; 73620; 73630; 73650; 73660; 74018; 75571; 76010; 76380; 76390; 76496; 76497; 76498; 76499; 76529; 76642; 76885; 76886; 76999; 77071; 77078; 77081; 77086; 77090; 77091; D0220; D0240; D0250; D0251; D0270; D0272; D0321; D0340; D0350; D0371; D0393; D0394; D0395; D0701; D0702; D0703; D0705; D0706; D0707; D0708; D0709,Rsa lower extr exam; Tactile breast img uni/bi; Ct scan f/biomchn ct alys; Quan us tis charac w/o dx us; N-nvs artl plaq alys quan; X-ray eye for foreign body; X-ray exam of jaw <4views; X-ray exam of facial bones; X-ray exam of nasal bones; X-ray exam of eye sockets; X-ray exam of sinuses; X-ray exam of sinuses; X-ray exam pituitary saddle; X-ray exam of teeth; X-ray exam of jaw joint; X-ray exam of jaw joints; X-ray head for orthodontia; Panoramic x-ray of jaws; X-ray exam of neck; Throat x-ray & fluoroscopy; X-ray exam of salivary gland; X-ray exam chest 1 view; X-ray exam chest 2 views; X-ray exam chest 3 views; X-ray exam ribs uni 2 views; X-ray exam breastbone 2/>vws; X-ray strenoclavic jt 3/>vws; X-ray exam of spine 1 view; X-ray exam neck spine 2-3 vw; X-ray exam thoracolmb 2/> vw; X-ray exam entire spi 1 vw; X-ray exam sacrum tailbone; X-ray exam of collar bone; X-ray exam of shoulder; X-ray exam of shoulder; X-ray exam of shoulders; X-ray exam of humerus; X-ray exam of elbow; X-ray exam of elbow; X-ray exam of forearm; X-ray exam of wrist; X-ray exam of wrist; X-ray exam of hand; X-ray exam of finger(s); X-ray exam hip uni 1 view; X-ray exam hip uni 2-3 views; X-ray exam of femur 1; X-ray exam of femur 2/>; X-ray exam of knee 1 or 2; X-ray exam of knee 3; X-ray exam of knees; X-ray exam of lower leg; X-ray exam of leg infant; X-ray exam of ankle; X-ray exam of ankle; X-ray exam of foot; X-ray exam of foot; X-ray exam of heel; X-ray exam of toe(s); X-ray exam abdomen 1 view; Ct hrt w/o dye w/ca test; X-ray nose to rectum; Cat scan follow-up study; Mr spectroscopy; Unlisted fluoroscopic px; Unlisted ct procedure; Unlisted mr procedure; Unlisted dx radiographic px; Echo exam of eye; Ultrasound breast limited; Us exam infant hips dynamic; Us exam infant hips static; Echo examination procedure; X-ray stress view; Ct bone density axial; Dxa bone density/peripheral; Fracture assessment via dxa; Tbs techl prep&transmis data; Tbs techl calculation only; Intraoral periapical first; Intraoral occlusal film; Extraoral 2d project image; Extraoral posterior image; Dental bitewing single image; Dental bitewings two images; Other tmj images by report; 2d cephalometric image; Oral/facial photo images; Sialoendoscopy capt & interp; Trtmnt simulation 3d image; Digital sub 2 or more images; Fusion 2 or more 3d images; Pano radio image; 2d cephal radio image; 2d oral/facial photo image; Extra oral post radio image; Intraoral occlus radio image; Intraoral periap radio image; Intraoral bite radio image; Intraoral comp image capture,$86.58 
5522,0348T; 0349T; 0633T; 0857T; 70110; 70120; 70130; 70150; 70200; 70250; 70260; 70450; 70480; 70486; 70490; 71048; 71101; 71110; 71111; 71250; 71271; 72050; 72052; 72070; 72072; 72074; 72082; 72083; 72084; 72100; 72110; 72114; 72120; 72125; 72128; 72131; 72170; 72190; 72192; 72200; 72202; 73010; 73092; 73120; 73200; 73503; 73521; 73522; 73523; 73564; 73700; 74019; 74021; 74022; 74150; 74261; 74445; 75809; 76100; 76120; 76506; 76511; 76512; 76513; 76516; 76519; 76536; 76604; 76641; 76700; 76705; 76706; 76770; 76775; 76776; 76800; 76801; 76805; 76813; 76815; 76816; 76817; 76818; 76819; 76820; 76821; 76827; 76828; 76830; 76856; 76857; 76870; 76872; 76873; 76881; 76882; 76883; 76977; 76981; 76982; 77072; 77073; 77074; 77075; 77076; 77077; 77080; 77085; 93882; 93888; 93892; 93893; 93926; 93931; 93971; 93976; 93979; 93980; 93981; 93986; 93990; D0322; D0364; D0365; D0366; D0367; D0368; D0369; D0370; D0380; D0381; D0382; D0383; D0384; D0385; D0386; G0130,Rsa spine exam; Rsa upper extr exam; Ct breast w/3d uni c-; Opto-acoustic img breast uni; X-ray exam of jaw 4/> views; X-ray exam of mastoids; X-ray exam of mastoids; X-ray exam of facial bones; X-ray exam of eye sockets; X-ray exam of skull; X-ray exam of skull; Ct head/brain w/o dye; Ct orbit/ear/fossa w/o dye; Ct maxillofacial w/o dye; Ct soft tissue neck w/o dye; X-ray exam chest 4+ views; X-ray exam unilat ribs/chest; X-ray exam ribs bil 3 views; X-ray exam ribs/chest4/> vws; Ct thorax dx c-; Ct thorax lung cancer scr c-; X-ray exam neck spine 4/5vws; X-ray exam neck spine 6/>vws; X-ray exam thorac spine 2vws; X-ray exam thorac spine 3vws; X-ray exam thorac spine4/>vw; X-ray exam entire spi 2/3 vw; X-ray exam entire spi 4/5 vw; X-ray exam entire spi 6/> vw; X-ray exam l-s spine 2/3 vws; X-ray exam l-2 spine 4/>vws; X-ray exam l-s spine bending; X-ray bend only l-s spine; Ct neck spine w/o dye; Ct chest spine w/o dye; Ct lumbar spine w/o dye; X-ray exam of pelvis; X-ray exam of pelvis; Ct pelvis w/o dye; X-ray exam si joints; X-ray exam si joints 3/> vws; X-ray exam of shoulder blade; X-ray exam of arm infant; X-ray exam of hand; Ct upper extremity w/o dye; X-ray exam hip uni 4/> views; X-ray exam hips bi 2 views; X-ray exam hips bi 3-4 views; X-ray exam hips bi 5/> views; X-ray exam knee 4 or more; Ct lower extremity w/o dye; X-ray exam abdomen 2 views; X-ray exam abdomen 3+ views; X-ray exam complete abdomen; Ct abdomen w/o dye; Ct colonography dx; X-ray exam of penis; Nonvascular shunt x-ray; X-ray exam of body section; Cine/video x-rays; Echo exam of head; Oph us dx quan a-scan only; Oph us dx b-scan; Oph us dx ant sgm us uni/bi; Echo exam of eye; Echo exam of eye; Us exam of head and neck; Us exam chest; Ultrasound breast complete; Us exam abdom complete; Echo exam of abdomen; Us abdl aorta screen aaa; Us exam abdo back wall comp; Us exam abdo back wall lim; Us exam k transpl w/doppler; Us exam spinal canal; Ob us < 14 wks single fetus; Ob us >= 14 wks sngl fetus; Ob us nuchal meas 1 gest; Ob us limited fetus(s); Ob us follow-up per fetus; Transvaginal us obstetric; Fetal biophys profile w/nst; Fetal biophys profil w/o nst; Umbilical artery echo; Middle cerebral artery echo; Echo exam of fetal heart; Echo exam of fetal heart; Transvaginal us non-ob; Us exam pelvic complete; Us exam pelvic limited; Us exam scrotum; Us transrectal; Echograp trans r pros study; Us compl joint r-t w/img; Us lmtd jt/fcl evl nvasc xtr; Us nrv&acc strux 1xtr compre; Us bone density measure; Use parenchyma; Use 1st target lesion; X-rays for bone age; X-rays bone length studies; X-rays bone survey limited; X-rays bone survey complete; X-rays bone survey infant; Joint survey single view; Dxa bone density axial; Dxa bone density study; Extracranial uni/ltd study; Intracranial limited study; Tcd emboli detect w/o inj; Tcd emboli detect w/inj; Lower extremity study; Upper extremity study; Extremity study; Vascular study; Vascular study; Penile vascular study; Penile vascular study; Dup-scan hemo compl uni std; Doppler flow testing; Dental tomographic survey; Cone beam ct capt & interp; Cone beam ct interprete man; Cone beam ct interprete max; Cone beam ct interp both jaw; Cone beam ct interprete tmj; Max mri capture & interprete; Max ultrasound capt & interp; Cone beam ct capture limited; Cone beam ct capt mandible; Cone beam ct capt maxilla; Cone beam ct both jaws; Cone beam ct capture tmj; Max mri image capture; Max ultrasound image capture; Single energy x-ray study,$104.75 
5523,0556T; 0609T; 0611T; 0636T; 0865T; 0866T; 49465; 70170; 70310; 70320; 70332; 70336; 70371; 70390; 70540; 70544; 70547; 70551; 70554; 70555; 71550; 72141; 72146; 72148; 72195; 73218; 73221; 73718; 73721; 74176; 74181; 74440; 74450; 74455; 74712; 74740; 74775; 75557; 76000; 76391; 76811; 76826; 76831; 76975; 77046; 77047; 77053; 77054; 77084; 93307; 93308; 93880; 93886; 93890; 93925; 93930; 93970; 93975; 93978; 93985; C8901; C8910; C8913; C8919; C8932; C8935; D0210; D0273; D0274; D0277; D0310; D0320; D0330,"B1 str & fx rsk assessment; Mrs disc pain acquisj data; Mrs disc pain alg alys data; Ct breast w/3d bi c-; Quan mri alys brn w/o dx mri; Quan mri alys brn w/dx mri; Fluoro exam of g/colon tube; X-ray exam of tear duct; X-ray exam of teeth; Full mouth x-ray of teeth; X-ray exam of jaw joint; Magnetic image jaw joint; Speech evaluation complex; X-ray exam of salivary duct; Mri orbit/face/neck w/o dye; Mr angiography head w/o dye; Mr angiography neck w/o dye; Mri brain stem w/o dye; Fmri brain by tech; Fmri brain by phys/psych; Mri chest w/o dye; Mri neck spine w/o dye; Mri chest spine w/o dye; Mri lumbar spine w/o dye; Mri pelvis w/o dye; Mri upper extremity w/o dye; Mri joint upr extrem w/o dye; Mri lower extremity w/o dye; Mri jnt of lwr extre w/o dye; Ct abd & pelvis w/o contrast; Mri abdomen w/o dye; X-ray male genital tract; X-ray urethra/bladder; X-ray urethra/bladder; Mri fetal sngl/1st gestation; X-ray female genital tract; X-ray exam of perineum; Cardiac mri for morph; Fluoroscopy <1 hr phys/qhp; Mr elastography; Ob us detailed sngl fetus; Echo exam of fetal heart; Echo exam uterus; Gi endoscopic ultrasound; Mri breast c- unilateral; Mri breast c- bilateral; X-ray of mammary duct; X-ray of mammary ducts; Magnetic image bone marrow; Tte w/o doppler complete; Tte f-up or lmtd; Extracranial bilat study; Intracranial complete study; Tcd vasoreactivity study; Lower extremity study; Upper extremity study; Extremity study; Vascular study; Vascular study; Dup-scan hemo compl bi std; Mra w/o cont, abd; Mra w/o cont, chest; Mra w/o cont, lwr ext; Mra w/o cont, pelvis; Mra, w/o dye, spinal canal; Mra, w/o dye, upper extr; Intraor comprehensive series; Bitewings - three images; Bitewings four images; Vert bitewings 7 to 8 images; Dental saliography; Dental tmj arthrogram incl i; Panoramic image",$233.47 
