HCPCS Code,Short Descriptor,APC,Payment Rate
81248,G6pd known familial variant,,
81249,G6pd full gene sequence,,
81250,G6pc gene,,
81251,Gba gene,,
81252,Gjb2 gene full sequence,,
81253,Gjb2 gene known fam variants,,
81254,Gjb6 gene com variants,,
81255,Hexa gene,,
81256,Hfe gene,,
81257,Hba1/hba2 gene,,
81258,Hba1/hba2 gene fam vrnt,,
81259,Hba1/hba2 full gene sequence,,
81260,Ikbkap gene,,
81261,Igh gene rearrange amp meth,,
81262,Igh gene rearrang dir probe,,
81263,Igh vari regional mutation,,
81264,Igk rearrangeabn clonal pop,,
81265,Str markers specimen anal,,
81266,Str markers spec anal addl,,
81267,Chimerism anal no cell selec,,
81268,Chimerism anal w/cell select,,
81269,Hba1/hba2 gene dup/del vrnts,,
81270,Jak2 gene,,
81271,Htt gene detc abnor alleles,,
81272,Kit gene targeted seq analys,,
81273,Kit gene analys d816 variant,,
81274,Htt gene charac alleles,,
81275,Kras gene variants exon 2,,
81276,Kras gene addl variants,,
81277,Cytogenomic neo microra alys,,
81278,Igh@/bcl2 translocation alys,,
81279,Jak2 gene trgt sequence alys,,
81283,Ifnl3 gene,,
81284,Fxn gene detc abnor alleles,,
81285,Fxn gene charac alleles,,
81286,Fxn gene full gene sequence,,
81287,Mgmt gene prmtr mthyltn alys,,
81288,Mlh1 gene,,
81289,Fxn gene known famil variant,,
81290,Mcoln1 gene,,
81291,Mthfr gene,,
81292,Mlh1 gene full seq,,
81293,Mlh1 gene known variants,,
81294,Mlh1 gene dup/delete variant,,
81295,Msh2 gene full seq,,
81296,Msh2 gene known variants,,
81297,Msh2 gene dup/delete variant,,
81298,Msh6 gene full seq,,
81299,Msh6 gene known variants,,
81300,Msh6 gene dup/delete variant,,
81301,Microsatellite instability,,
81302,Mecp2 gene full seq,,
81303,Mecp2 gene known variant,,
81304,Mecp2 gene dup/delet variant,,
81305,Myd88 gene p.leu265pro vrnt,,
81306,Nudt15 gene common variants,,
81307,Palb2 gene full gene seq,,
81308,Palb2 gene known famil vrnt,,
81309,Pik3ca gene trgt seq alys,,
81310,Npm1 gene,,
81311,Nras gene variants exon 2&3,,
81312,Pabpn1 gene detc abnor allel,,
81313,Pca3/klk3 antigen,,
81314,Pdgfra gene,,
81315,Pml/raralpha com breakpoints,,
81316,Pml/raralpha 1 breakpoint,,
81317,Pms2 gene full seq analysis,,
81318,Pms2 known familial variants,,
81319,Pms2 gene dup/delet variants,,
81320,Plcg2 gene common variants,,
81321,Pten gene full sequence,,
81322,Pten gene known fam variant,,
81323,Pten gene dup/delet variant,,
81324,Pmp22 gene dup/delet,,
81325,Pmp22 gene full sequence,,
81326,Pmp22 gene known fam variant,,
81327,Sept9 gen prmtr mthyltn alys,,
81328,Slco1b1 gene com variants,,
81329,Smn1 gene dos/deletion alys,,
81330,Smpd1 gene common variants,,
81331,Snrpn/ube3a gene,,
81332,Serpina1 gene,,
81333,Tgfbi gene common variants,,
81334,Runx1 gene targeted seq alys,,
81335,Tpmt gene com variants,,
81336,Smn1 gene full gene sequence,,
81337,Smn1 gen nown famil seq vrnt,,
81338,Mpl gene common variants,,
81339,Mpl gene seq alys exon 10,,
81340,Trb@ gene rearrange amplify,,
81341,Trb@ gene rearrange dirprobe,,
81342,Trg gene rearrangement anal,,
81343,Ppp2r2b gen detc abnor allel,,
81344,Tbp gene detc abnor alleles,,
81345,Tert gene targeted seq alys,,
81346,Tyms gene com variants,,
81347,Sf3b1 gene common variants,,
81348,Srsf2 gene common variants,,
81349,Cytog alys chrml abnr lw-ps,,
81350,Ugt1a1 gene common variants,,
81351,Tp53 gene full gene sequence,,
81352,Tp53 gene trgt sequence alys,,
81353,Tp53 gene known famil vrnt,,
81355,Vkorc1 gene,,
81357,U2af1 gene common variants,,
81360,Zrsr2 gene common variants,,
81361,Hbb gene com variants,,
81362,Hbb gene known fam variant,,
81363,Hbb gene dup/del variants,,
81364,Hbb full gene sequence,,
81370,Hla i & ii typing lr,,
81371,Hla i & ii type verify lr,,
81372,Hla i typing complete lr,,
81373,Hla i typing 1 locus lr,,
81374,Hla i typing 1 antigen lr,,
81375,Hla ii typing ag equiv lr,,
81376,Hla ii typing 1 locus lr,,
81377,Hla ii type 1 ag equiv lr,,
81378,Hla i & ii typing hr,,
81379,Hla i typing complete hr,,
81380,Hla i typing 1 locus hr,,
81381,Hla i typing 1 allele hr,,
81382,Hla ii typing 1 loc hr,,
81383,Hla ii typing 1 allele hr,,
81400,Mopath procedure level 1,,
81401,Mopath procedure level 2,,
81402,Mopath procedure level 3,,
81403,Mopath procedure level 4,,
81404,Mopath procedure level 5,,
81405,Mopath procedure level 6,,
81406,Mopath procedure level 7,,
81407,Mopath procedure level 8,,
81408,Mopath procedure level 9,,
81410,Aortic dysfunction/dilation,,
81411,Aortic dysfunction/dilation,,
81412,Ashkenazi jewish assoc dis,,
81413,Car ion chnnlpath inc 10 gns,,
81414,Car ion chnnlpath inc 2 gns,,
81415,Exome sequence analysis,,
81416,Exome sequence analysis,,
81417,Exome re-evaluation,,
81418,Rx metab gen seq alys pnl 6,,
81419,Epilepsy gen seq alys panel,,
81420,Fetal chrmoml aneuploidy,,
81422,Fetal chrmoml microdeltj,,
81425,Genome sequence analysis,,
81426,Genome sequence analysis,,
81427,Genome re-evaluation,,
81430,Hearing loss sequence analys,,
81431,Hearing loss dup/del analys,,
81432,Hrdtry brst ca-rlatd dsordrs,,
81433,Hrdtry brst ca-rlatd dsordrs,,
81434,Hereditary retinal disorders,,
81435,Hereditary colon ca dsordrs,,
81436,Hereditary colon ca dsordrs,,
81437,Heredtry nurondcrn tum dsrdr,,
81438,Heredtry nurondcrn tum dsrdr,,
81439,Hrdtry cardmypy gene panel,,
81440,Mitochondrial gene,,
81441,Ibmfs seq alys pnl 30 genes,,
81442,Noonan spectrum disorders,,
81443,Genetic tstg severe inh cond,,
81445,So neo gsap 5-50dna/dna&rna,,
81448,Hrdtry perph neurphy panel,,
81449,So neo gsap 5-50 rna alys,,
81450,Hl neo gsap 5-50dna/dna&rna,,
81451,Hl neo gsap 5-50 rna alys,,
81455,So/hl 51/>gsap dna/dna&rna,,
81456,So/hl 51/>gsap rna alys,,
81457,So neo gsap dna mcrstl ins,,
81458,So gsap dna cpy nmbr&mcrstl,,
81459,So neo gsap dna/dna&rna,,
81460,Whole mitochondrial genome,,
81462,So gsap cll fr dna/dna&rna,,
81463,So gsap cl fr cpy nmbr&mcrst,,
81464,So gsap cll fr mcrstl ins,,
81465,Whole mitochondrial genome,,
81470,X-linked intellectual dblt,,
81471,X-linked intellectual dblt,,
81479,Unlisted molecular pathology,,
81490,Autoimmune ra alys 12 bmrk,,
81493,Cor artery disease mrna,,
81500,Onco (ovar) two proteins,,
81503,Onco (ovar) five proteins,,
81504,Oncology tissue of origin,,
81506,Endo assay seven anal,,
81507,Fetal aneuploidy trisom risk,,
81508,Ftl cgen abnor two proteins,,
81509,Ftl cgen abnor 3 proteins,,
81510,Ftl cgen abnor three anal,,
81511,Ftl cgen abnor four anal,,
81512,Ftl cgen abnor five anal,,
81513,Nfct ds bv rna vag flu alg,,
81514,Nfct ds bv&vaginitis dna alg,,
81517,Liver ds alys 3 bmrk srm alg,,
81518,Onc brst mrna 11 genes,,
81519,Oncology breast mrna,,
81520,Onc breast mrna 58 genes,,
81521,Onc breast mrna 70 genes,,
81522,Onc breast mrna 12 genes,,
81523,Onc brst mrna 70 cnt 31 gene,,
81525,Oncology colon mrna,,
81528,Oncology colorectal scr,,
81529,Onc cutan mlnma mrna 31 gene,,
81535,Oncology gynecologic,,
81536,Oncology gynecologic,,
81538,Oncology lung,,
81539,Oncology prostate prob score,,
81540,Oncology tum unknown origin,,
81541,Onc prostate mrna 46 genes,,
81542,Onc prostate mrna 22 cnt gen,,
81546,"Onc thyr mrna 10,196 gen alg",,
81551,Onc prostate 3 genes,,
81552,Onc uveal mlnma mrna 15 gene,,
81554,Pulm ds ipf mrna 190 gen alg,,
81560,Trnsplj pd lvr&bwl cd154+cll,,
81595,Cardiology hrt trnspl mrna,,
81596,Nfct ds chrnc hcv 6 assays,,
81599,Unlisted maaa,,
82009,Test for acetone/ketones,,
82010,Acetone assay,,
82013,Acetylcholinesterase assay,,
82016,Acylcarnitines qual,,
82017,Acylcarnitines quant,,
82024,Assay of acth,,
82030,Assay of adp & amp,,
82040,Assay of serum albumin,,
82042,Other source albumin quan ea,,
82043,Ur albumin quantitative,,
82044,Ur albumin semiquantitative,,
82045,Albumin ischemia modified,,
82075,Assay of breath ethanol,,
82077,Assay spec xcp ur&breath ia,,
82085,Assay of aldolase,,
82088,Assay of aldosterone,,
82103,Alpha-1-antitrypsin total,,
82104,Alpha-1-antitrypsin pheno,,
82105,Alpha-fetoprotein serum,,
82106,Alpha-fetoprotein amniotic,,
82107,Alpha-fetoprotein l3,,
82108,Assay of aluminum,,
82120,Amines vaginal fluid qual,,
82127,Amino acid single qual,,
82128,Amino acids mult qual,,
82131,Amino acids single quant,,
82135,Assay aminolevulinic acid,,
82136,Amino acids quant 2-5,,
82139,Amino acids quan 6 or more,,
82140,Assay of ammonia,,
82143,Amniotic fluid scan,,
82150,Assay of amylase,,
82154,Androstanediol glucuronide,,
82157,Assay of androstenedione,,
82160,Assay of androsterone,,
82163,Assay of angiotensin ii,,
82164,Angiotensin i enzyme test,,
82166,Assay anti-mullerian horm,,
82172,Assay of apolipoprotein,,
82175,Assay of arsenic,,
82180,Assay of ascorbic acid,,
82190,Atomic absorption,,
82232,Assay of beta-2 protein,,
82239,Bile acids total,,
82240,Bile acids cholylglycine,,
82247,Bilirubin total,,
82248,Bilirubin direct,,
82252,Fecal bilirubin test,,
82261,Assay of biotinidase,,
82270,Occult blood feces,,
82271,Occult blood other sources,,
82272,Occult bld feces 1-3 tests,,
82274,Assay test for blood fecal,,
82286,Assay of bradykinin,,
82300,Assay of cadmium,,
82306,Vitamin d 25 hydroxy,,
82308,Assay of calcitonin,,
82310,Assay of calcium,,
82330,Assay of calcium,,
82331,Calcium infusion test,,
82340,Assay of calcium in urine,,
82355,Calculus analysis qual,,
82360,Calculus assay quant,,
82365,Calculus spectroscopy,,
82370,X-ray assay calculus,,
82373,Assay c-d transfer measure,,
82374,Assay blood carbon dioxide,,
82375,Assay carboxyhb quant,,
82376,Assay carboxyhb qual,,
82378,Carcinoembryonic antigen,,
82379,Assay of carnitine,,
82380,Assay of carotene,,
82382,Assay urine catecholamines,,
82383,Assay blood catecholamines,,
82384,Assay three catecholamines,,
82387,Assay of cathepsin-d,,
82390,Assay of ceruloplasmin,,
82397,Chemiluminescent assay,,
82415,Assay of chloramphenicol,,
82435,Assay of blood chloride,,
82436,Assay of urine chloride,,
82438,Assay other fluid chlorides,,
82441,Test for chlorohydrocarbons,,
82465,Assay bld/serum cholesterol,,
82480,Assay serum cholinesterase,,
82482,Assay rbc cholinesterase,,
82485,Assay chondroitin sulfate,,
82495,Assay of chromium,,
82507,Assay of citrate,,
82523,Collagen crosslinks,,
82525,Assay of copper,,
82528,Assay of corticosterone,,
82530,Cortisol free,,
82533,Total cortisol,,
82540,Assay of creatine,,
82542,Col chromotography qual/quan,,
82550,Assay of ck (cpk),,
82552,Assay of cpk in blood,,
82553,Creatine mb fraction,,
82554,Creatine isoforms,,
82565,Assay of creatinine,,
82570,Assay of urine creatinine,,
82575,Creatinine clearance test,,
82585,Assay of cryofibrinogen,,
82595,Assay of cryoglobulin,,
82600,Assay of cyanide,,
82607,Vitamin b-12,,
82608,B-12 binding capacity,,
82610,Cystatin c,,
82615,Test for urine cystines,,
82626,Dehydroepiandrosterone,,
82627,Dehydroepiandrosterone,,
82633,Desoxycorticosterone,,
82634,Deoxycortisol,,
82638,Assay of dibucaine number,,
82642,Dihydrotestosterone,,
82652,Vit d 1 25-dihydroxy,,
82653,El-1 fecal quantitative,,
82656,El-1 fecal qual/semiq,,
82657,Enzyme cell activity,,
82658,Enzyme cell activity ra,,
82664,Electrophoretic test,,
82668,Assay of erythropoietin,,
82670,Assay of total estradiol,,
82671,Assay of estrogens,,
82672,Assay of estrogen,,
82677,Assay of estriol,,
82679,Assay of estrone,,
82681,Assay dir meas fr estradiol,,
82693,Assay of ethylene glycol,,
82696,Assay of etiocholanolone,,
82705,Fats/lipids feces qual,,
82710,Fats/lipids feces quant,,
82715,Assay of fecal fat,,
82725,Assay of blood fatty acids,,
82726,Long chain fatty acids,,
82728,Assay of ferritin,,
82731,Assay of fetal fibronectin,,
82735,Assay of fluoride,,
82746,Assay of folic acid serum,,
82747,Assay of folic acid rbc,,
82757,Assay of semen fructose,,
82759,Assay of rbc galactokinase,,
82760,Assay of galactose,,
82775,Assay galactose transferase,,
82776,Galactose transferase test,,
82777,Galectin-3,,
82784,Assay iga/igd/igg/igm each,,
82785,Assay of ige,,
82787,Igg 1 2 3 or 4 each,,
82800,Blood ph,,
82803,Blood gases any combination,,
82805,Blood gases w/o2 saturation,,
82810,Blood gases o2 sat only,,
82820,Hemoglobin-oxygen affinity,,
82930,Gastric analy w/ph ea spec,,
82938,Gastrin test,,
82941,Assay of gastrin,,
82943,Assay of glucagon,,
82945,Glucose other fluid,,
82946,Glucagon tolerance test,,
82947,Assay glucose blood quant,,
82948,Reagent strip/blood glucose,,
82950,Glucose test,,
82951,Glucose tolerance test (gtt),,
82952,Gtt-added samples,,
82955,Assay of g6pd enzyme,,
82960,Test for g6pd enzyme,,
82962,Glucose blood test,,
82963,Assay of glucosidase,,
82965,Assay of gdh enzyme,,
82977,Assay of ggt,,
82978,Assay of glutathione,,
82979,Assay rbc glutathione,,
82985,Assay of glycated protein,,
83001,Assay of gonadotropin (fsh),,
83002,Assay of gonadotropin (lh),,
83003,Assay growth hormone (hgh),,
83006,Growth stimulation gene 2,,
83009,H pylori (c-13) blood,,
83010,Assay of haptoglobin quant,,
83012,Assay of haptoglobins,,
83013,H pylori (c-13) breath,,
83014,H pylori drug admin,,
83015,Heavy metal qual any anal,,
83018,Heavy metal quant each nes,,
83020,Hemoglobin electrophoresis,,
83021,Hemoglobin chromotography,,
83026,Hemoglobin copper sulfate,,
83030,Hemoglobin f fetal chemical,,
83033,Hemoglobin ftl f assay qual,,
83036,Hemoglobin glycosylated a1c,,
83037,Hb glycosylated a1c home dev,,
83045,Hgb methemoglobin qual,,
83050,Hgb methemoglobin quan,,
83051,Hemoglobin plasma,,
83060,Hgb sulfhemoglobin quan,,
83065,Hemoglobin thermolabile,,
83068,Hemoglobin unstable screen,,
83069,Hemoglobin urine,,
83070,Assay of hemosiderin qual,,
83080,Assay of b hexosaminidase ea,,
83088,Assay of histamine,,
83090,Assay of homocysteine,,
83150,Assay of homovanillic acid,,
83491,Asy hydroxycorticosteroids17,,
83497,Assay of 5-hiaa,,
83498,Asy hydroxyprogesterone 17-d,,
83500,Assay free hydroxyproline,,
83505,Assay total hydroxyproline,,
83516,Immunoassay nonantibody,,
83518,Immunoassay dipstick,,
83519,Ria nonantibody,,
83520,Immunoassay quant nos nonab,,
83521,Ig light chains free each,,
83525,Assay of insulin,,
83527,Assay of insulin,,
83528,Assay of intrinsic factor,,
83529,Asay of interleukin-6 (il-6),,
83540,Assay of iron,,
83550,Iron binding test,,
83570,Assay of idh enzyme,,
83582,Assay of ketogenic steroids,,
83586,Assay 17- ketosteroids,,
83593,Fractionation ketosteroids,,
83605,Assay of lactic acid,,
83615,Lactate (ld) (ldh) enzyme,,
83625,Assay of ldh enzymes,,
83630,Lactoferrin fecal (qual),,
83631,Lactoferrin fecal (quant),,
83632,Placental lactogen,,
83633,Test urine for lactose,,
83655,Assay of lead,,
83661,L/s ratio fetal lung,,
83662,Foam stability fetal lung,,
83663,Fluoro polarize fetal lung,,
83664,Lamellar bdy fetal lung,,
83670,Assay of lap enzyme,,
83690,Assay of lipase,,
83695,Assay of lipoprotein(a),,
83698,Assay lipoprotein pla2,,
83700,Lipopro bld electrophoretic,,
83701,Lipoprotein bld hr fraction,,
83704,Lipoprotein bld quan part,,
83718,Assay of lipoprotein,,
83719,Assay of blood lipoprotein,,
83721,Assay of blood lipoprotein,,
83722,Lipoprtn dir meas sd ldl chl,,
83727,Assay of lrh hormone,,
83735,Assay of magnesium,,
83775,Assay malate dehydrogenase,,
83785,Assay of manganese,,
83789,Mass spectrometry qual/quan,,
83825,Assay of mercury,,
83835,Assay of metanephrines,,
83857,Assay of methemalbumin,,
83861,Microfluid analy tears,,
83864,Mucopolysaccharides,,
83872,Assay synovial fluid mucin,,
83873,Assay of csf protein,,
83874,Assay of myoglobin,,
83876,Assay myeloperoxidase,,
83880,Assay of natriuretic peptide,,
83883,Assay nephelometry not spec,,
83885,Assay of nickel,,
83915,Assay of nucleotidase,,
83916,Oligoclonal bands,,
83918,Organic acids total quant,,
83919,Organic acids qual each,,
83921,Organic acid single quant,,
83930,Assay of blood osmolality,,
83935,Assay of urine osmolality,,
83937,Assay of osteocalcin,,
83945,Assay of oxalate,,
83950,Oncoprotein her-2/neu,,
83951,Oncoprotein dcp,,
83970,Assay of parathormone,,
83986,Assay ph body fluid nos,,
83987,Exhaled breath condensate,,
83992,Assay for phencyclidine,,
83993,Assay for calprotectin fecal,,
84030,Assay of blood pku,,
84035,Assay of phenylketones,,
84060,Assay acid phosphatase,,
84066,Assay prostate phosphatase,,
84075,Assay alkaline phosphatase,,
84078,Assay alkaline phosphatase,,
84080,Assay alkaline phosphatases,,
84081,Assay phosphatidylglycerol,,
84085,Assay of rbc pg6d enzyme,,
84087,Assay phosphohexose enzymes,,
84100,Assay of phosphorus,,
84105,Assay of urine phosphorus,,
84106,Test for porphobilinogen,,
84110,Assay of porphobilinogen,,
84112,Eval amniotic fluid protein,,
84119,Test urine for porphyrins,,
84120,Assay of urine porphyrins,,
84126,Assay of feces porphyrins,,
84132,Assay of serum potassium,,
84133,Assay of urine potassium,,
84134,Assay of prealbumin,,
84135,Assay of pregnanediol,,
84138,Assay of pregnanetriol,,
84140,Assay of pregnenolone,,
84143,Assay of 17-hydroxypregneno,,
84144,Assay of progesterone,,
84145,Procalcitonin (pct),,
84146,Assay of prolactin,,
84150,Assay of prostaglandin,,
84152,Assay of psa complexed,,
84153,Assay of psa total,,
84154,Assay of psa free,,
84155,Assay of protein serum,,
84156,Assay of protein urine,,
84157,Assay of protein other,,
84160,Assay of protein any source,,
84163,Pappa serum,,
84165,Protein e-phoresis serum,,
84166,Protein e-phoresis/urine/csf,,
84181,Western blot test,,
84182,Protein western blot test,,
84202,Assay rbc protoporphyrin,,
84203,Test rbc protoporphyrin,,
84206,Assay of proinsulin,,
84207,Assay of vitamin b-6,,
84210,Assay of pyruvate,,
84220,Assay of pyruvate kinase,,
84228,Assay of quinine,,
84233,Assay of estrogen,,
84234,Assay of progesterone,,
84235,Assay of endocrine hormone,,
84238,Assay nonendocrine receptor,,
84244,Assay of renin,,
84252,Assay of vitamin b-2,,
84255,Assay of selenium,,
84260,Assay of serotonin,,
84270,Assay of sex hormone globul,,
84275,Assay of sialic acid,,
84285,Assay of silica,,
84295,Assay of serum sodium,,
84300,Assay of urine sodium,,
84302,Assay of sweat sodium,,
84305,Assay of somatomedin,,
84307,Assay of somatostatin,,
84311,Spectrophotometry,,
84315,Body fluid specific gravity,,
84375,Chromatogram assay sugars,,
84376,Sugars single qual,,
84377,Sugars multiple qual,,
84378,Sugars single quant,,
84379,Sugars multiple quant,,
84392,Assay of urine sulfate,,
